Seed, ID, Energy, Psi, Impact, Triggered, Psi, Impact, Cherenkov, Psi, Impact
2, 151, 9.56317e+18, 1.838738, 18.401255, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 152, 9.89264e+17, 2.298615, 10.026559, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 153, 1.27975e+17, 1.222080, 33.467921, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 154, 3.3691e+20, 2.056979, 21.416028, 1, 2.142268, 22.312035, 0, 0.000000, 0.000000
2, 155, 1.02794e+19, 1.420479, 30.801726, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 156, 2.69057e+19, 2.184090, 22.326367, 1, 1.654066, 15.888279, 1, 2.159319, 21.771742
2, 157, 4.47676e+18, 2.103532, 14.031494, 1, 1.402114, 8.620693, 0, 0.000000, 0.000000
2, 158, 4.1041e+18, 0.907986, 21.860987, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 159, 4.04397e+18, 2.455254, 38.303633, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 160, 1.55226e+19, 1.673863, 8.816562, 1, 1.603379, 8.186969, 1, 1.641937, 8.454259
2, 161, 4.39002e+20, 1.317557, 10.785072, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 162, 1.04295e+20, 1.203433, 23.543514, 1, 1.147991, 21.607667, 1, 1.118742, 20.819608
2, 163, 2.02344e+20, 0.763102, 36.785302, 1, 0.733740, 34.984822, 0, 0.000000, 0.000000
2, 164, 5.44758e+18, 1.329074, 28.629812, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 165, 1.05296e+20, 1.249800, 27.592211, 1, 1.317714, 29.562900, 0, 0.000000, 0.000000
2, 166, 1.0141e+17, 1.658706, 33.430317, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 167, 1.27767e+17, 1.178934, 32.678607, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 168, 6.3902e+20, 2.592864, 5.687636, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 169, 7.62687e+17, 1.646801, 30.335906, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 170, 8.69839e+20, 1.689861, 10.354575, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 171, 3.74766e+19, 1.494221, 34.901849, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 172, 3.57423e+20, 1.580866, 35.969827, 1, 1.535033, 34.380855, 1, 1.615449, 36.976917
2, 173, 2.31422e+18, 1.653595, 17.340059, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 174, 2.6864e+17, 1.775816, 32.041247, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 175, 1.11825e+19, 1.778393, 19.686396, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 176, 7.76721e+19, 1.760123, 38.832159, 1, 1.447058, 28.835038, 1, 1.941257, 43.389938
2, 177, 6.45113e+18, 1.687288, 16.129142, 1, 1.646328, 15.514571, 1, 1.712858, 16.336841
2, 178, 1.05007e+20, 1.581185, 17.879941, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 179, 1.91538e+19, 2.191211, 23.083791, 1, 1.422477, 12.960276, 1, 2.183285, 22.555627
2, 180, 9.44656e+19, 2.877288, 31.607842, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 181, 7.05508e+19, 1.561781, 31.502126, 1, 1.589483, 32.172636, 1, 1.571343, 31.648657
2, 182, 1.0872e+20, 2.318494, 35.510238, 1, 1.809473, 27.237706, 0, 0.000000, 0.000000
2, 183, 1.01959e+19, 2.260435, 15.567188, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 184, 2.6526e+20, 1.788345, 27.026276, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 185, 2.27583e+20, 1.288606, 37.863837, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 186, 1.39923e+17, 1.260957, 36.689438, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 187, 6.92841e+18, 1.405360, 34.325899, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 188, 3.21909e+20, 1.573659, 35.380150, 1, 1.539251, 34.278610, 1, 1.657358, 38.046265
2, 189, 7.92855e+17, 1.898937, 24.222346, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 190, 3.7593e+19, 0.520486, 20.536595, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 191, 6.80791e+17, 1.557993, 35.968519, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 192, 3.93844e+20, 1.148082, 10.249460, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 193, 1.68234e+19, 1.687397, 11.504386, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 194, 1.49481e+17, 1.568613, 22.637116, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 195, 1.18516e+19, 1.296117, 16.717055, 1, 1.039604, 11.455066, 0, 0.000000, 0.000000
2, 196, 5.25752e+19, 2.552418, 13.086907, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 197, 2.01799e+19, 1.537242, 31.495534, 1, 1.171080, 20.230706, 1, 1.555258, 31.751639
2, 198, 1.34538e+19, 1.384384, 24.771708, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 199, 4.56266e+19, 1.417517, 21.817638, 1, 1.370157, 20.677857, 1, 1.525682, 24.182552
2, 200, 6.31432e+18, 1.056842, 35.051857, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
2, 201, 1.12571e+20, 1.292889, 12.550151, 0, 0.000000, 0.000000, 0, 0.000000, 0.000000
